recording_file,sample_mid,is_positive
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2631,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8535,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5337,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3993,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,559,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5688,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,151,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4757,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,315,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9589,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,6204,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,7628,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,6988,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,11565,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10704,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11513,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6795,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1808,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,9309,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1309,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,11409,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7840,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8778,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6950,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,376,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10927,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2267,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5427,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1607,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,9285,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,9939,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,2294,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6112,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1484,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,486,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,121,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5820,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,118,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11019,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,163,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8531,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4771,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,51,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,4633,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4478,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4652,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1800,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4993,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4311,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,11051,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7168,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5315,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,470,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11635,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10974,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,6055,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4366,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,999,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,7201,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11555,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,3700,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,166,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,3283,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,2487,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,838,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,11409,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8415,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,4933,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,3671,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,413,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7935,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4100,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1900,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1446,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9660,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,4404,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,7228,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6585,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,7090,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,6632,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,10499,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,5657,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7030,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,3352,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,11939,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11036,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,11561,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5565,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,6710,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,8202,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1827,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1852,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,727,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7924,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,2885,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,7884,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,8523,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,167,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5914,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2621,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,7675,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8151,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2760,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,5176,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,11185,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4746,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,4189,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2839,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,4437,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10884,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7323,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10295,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,11707,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,273,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,8222,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,646,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1212,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7391,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2333,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4963,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,9844,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,9868,1
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,949,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11238,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,3171,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,5563,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,5412,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4707,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2578,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,6377,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10378,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,11606,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5331,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,4628,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,523,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,960,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1443,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,35,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2642,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6860,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7387,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5253,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8597,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,9659,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,4375,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7232,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,640,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,10908,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8765,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,11186,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2218,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,8053,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,10796,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9226,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4366,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,5399,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,6338,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6212,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,5604,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1561,0
ARDG_AQUA bream 310gr 23 sm  281025 1233003.csv,1267,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,8631,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5305,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1284,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,3969,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3264,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6222,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10152,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2091,0
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,2660,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,9330,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,8870,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,9402,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11863,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1026,0
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,1966,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,4341,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,318,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,843,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,8627,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,406,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,10715,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5939,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,11260,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9422,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10931,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2727,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7897,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1057,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3647,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7106,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,7415,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,10406,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8290,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,4973,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,11717,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11748,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,2613,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1403,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,563,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6217,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,10897,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,11557,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7259,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,6204,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,283,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,27,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1737,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4031,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1240,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7602,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8466,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,547,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,1438,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8663,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5212,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2209,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,5990,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,11540,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5129,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,877,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7169,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,6049,1
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,546,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,6653,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,8717,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6032,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,3363,0
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,2464,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,10315,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1660,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5953,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,402,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7093,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7547,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,243,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2241,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11733,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8509,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2791,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,11593,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,10271,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,4276,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4291,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,11759,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,10832,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2268,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,5428,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4905,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,4992,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8208,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,3162,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4642,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,5331,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1926,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2917,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4146,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,4382,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,839,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,208,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9381,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,8467,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,5296,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4945,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,41,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3459,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1507,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4481,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,4392,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3132,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,7712,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,261,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,6815,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,485,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11535,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,5707,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2896,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2183,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4667,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,9750,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,2150,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,7913,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4711,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11256,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1476,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3929,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,6015,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2266,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1239,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5483,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,754,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8650,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6633,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1415,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7380,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3832,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10666,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1831,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,1503,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3928,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,10808,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9306,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5427,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6487,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10914,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,5294,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,49,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,925,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,11306,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,3585,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5117,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2304,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1795,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,11796,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4396,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,10972,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2726,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,3829,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,635,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3299,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5721,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3045,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2366,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5763,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7149,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7408,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4477,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,623,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4054,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11199,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5761,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4201,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,8404,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8649,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,4626,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,837,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,5232,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,1055,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10620,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2776,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,5397,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8583,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7382,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8586,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1909,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10876,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,3934,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2174,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,691,0
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,2300,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7967,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8344,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4132,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1588,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,1621,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1132,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5993,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1313,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8206,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11313,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,4329,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1452,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,905,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,27,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11474,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,9843,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4959,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6835,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,56,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,2175,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,2390,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,7601,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,1724,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1563,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8680,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1331,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11307,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7748,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11654,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,1616,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5103,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4334,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8217,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1232,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,2497,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1449,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,10286,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,6285,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5393,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10243,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,83,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7608,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,11015,0
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,179,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2116,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1475,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11813,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,111,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,6708,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,5589,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,224,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1047,0
